Nombre,Juego,Entrega,Desde,Hasta,Dist. Estimada,Dist. Aceptada,Vel. Máx,Modalidad,Beneficio,Multas,Daños,Tiempo Real,Fecha,Distancia_Num
Yenny,ATS,Estándar,Deepgrove,42 Print,565 km,570 km,127 km/h,Real,10 077 $,4 400 $,9,1431,2026-08-03,570
Camilo Gang,ATS,Estándar,Apade,Bitumen,3 087 km,3 081 km,130 km/h,Real,8 798 $,0 $,3,5228,2026-08-03,3081
MrSebas,ATS,Estándar,Gastream,Gastream,784 km,836 km,127 km/h,Real,0 $,0 $,50,1569,2026-08-03,836
Camilo Gang,ATS,Estándar,Bitumen,Bushnell Farms,1 173 km,1 174 km,130 km/h,Real,37 055 $,0 $,8,1955,2026-08-03,1174
Mr_Gerzon,ATS,Estándar,Vortex,Avalanche Steel,6 106 km,7 106 km,130 km/h,Real,134 183 $,0 $,5,15479,2026-08-03,7106
El puma (CT),ATS,Estándar,Rock Port,Sea Horizon,5 058 km,6 000 km,129 km/h,Real,100 793 $,0 $,8,9507,2026-08-03,6000
DON ISMA,ATS,Estándar,pda_bus,terminales,346 km,333 km,100 km/h,Real,7 608 $,0 $,0,2562,2026-08-03,333
Mr_Gerzon,ATS,Estándar,Apade,Deepgrove,1 093 km,1 086 km,129 km/h,Real,47 573 $,0 $,0,2265,2026-08-03,1086
MALA INFLUENCIA,ATS,Estándar,Vortex,Avalanche Steel,6 106 km,7 106 km,130 km/h,Real,107 440 $,0 $,1,12050,2026-08-03,7106
El puma (CT),ATS,Estándar,US Beverages & Bottling,Beaumont Freight Terminal,777 km,718 km,129 km/h,Real,0 $,0 $,100,1464,2026-08-03,718
CT/Cristian,ATS,Estándar,Lonestar Forwarding,Global Mills,2 101 km,2 170 km,129 km/h,Real,40 289 $,0 $,13,3951,2026-08-03,2170
Mr_Gerzon,ATS,Estándar,Deepgrove,Enterpriser,723 km,720 km,128 km/h,Real,28 063 $,0 $,0,1723,2026-08-03,720
andresnintendo,ATS,Estándar,argos,ejercito,360 km,358 km,99 km/h,Real,1 118 $,0 $,0,3755,2026-08-03,358
MALA INFLUENCIA,ATS,Estándar,Avalanche Steel,Plaster & Sons,573 km,444 km,130 km/h,Real,35 628 $,0 $,0,979,2026-08-03,444
Mr_Gerzon,ATS,Estándar,Enterpriser,bc_hydro,2 235 km,2 270 km,129 km/h,Real,38 809 $,0 $,8,5854,2026-08-04,2270
CT/Cristian,ATS,Estándar,Sweetbeets,Houston Cargo Terminal,2 789 km,2 466 km,130 km/h,Real,88 062 $,0 $,5,4960,2026-08-04,2466
ReyMisterio,ATS,Estándar,Sweetbeets,Houston Cargo Terminal,2 789 km,2 458 km,130 km/h,Real,14 682 $,0 $,21,4870,2026-08-04,2458
andresnintendo,ATS,Estándar,Plaster & Sons,invias,522 km,528 km,99 km/h,Real,29 719 $,0 $,0,5117,2026-08-04,528
Jose Naukin,ATS,Estándar,Chicago International Airport,NAMIQ,1 093 km,1 103 km,128 km/h,Real,73 706 $,9 680 $,2,2542,2026-08-04,1103
Jose Naukin,ATS,Estándar,NAMIQ,NAMIQ,257 km,258 km,119 km/h,Real,12 566 $,500 $,0,967,2026-08-04,258
zaren_col,ATS,Estándar,Coastline Mining,Apade,1 334 km,1 333 km,128 km/h,Real,49 349 $,0 $,0,2673,2026-08-04,1333
profeta(CT),ATS,Estándar,Apade,Bushnell Farms,1 379 km,1 538 km,129 km/h,Real,94 911 $,0 $,4,3688,2026-08-04,1538
Brayan Gamer,ATS,Estándar,Enterpriser,Coastline Mining,1 666 km,1 927 km,129 km/h,Real,3 154 $,0 $,0,3107,2026-08-04,1927
Jose Naukin,ATS,Estándar,Sunshine Crops,Bitumen,316 km,155 km,115 km/h,Real,1 956 $,5 340 $,7,2157,2026-08-04,155
zaren_col,ATS,Estándar,Apade,Apade,1 054 km,1 053 km,126 km/h,Real,42 331 $,0 $,0,2011,2026-08-04,1053
Jose Naukin,ATS,Estándar,ramo,ara,343 km,320 km,124 km/h,Real,858 $,5 100 $,0,3318,2026-08-04,320
MALA INFLUENCIA,ATS,Estándar,Tidbit,Deepgrove,3 590 km,3 276 km,129 km/h,Real,24 328 $,0 $,2,5702,2026-08-04,3276
Roger.Diaz,ATS,Estándar,Gastream,Deepgrove,2 360 km,2 424 km,128 km/h,Real,25 025 $,0 $,0,4073,2026-08-04,2424
El puma (CT),ATS,Estándar,Enterpriser,Deepgrove,1 446 km,1 446 km,130 km/h,Real,29 476 $,0 $,14,2579,2026-08-04,1446
ReyMisterio,ATS,Estándar,Kenworth,Deepgrove,3 652 km,2 692 km,129 km/h,Real,0 $,0 $,87,4606,2026-08-04,2692
Ayala.jav,ATS,Estándar,Tidbit,Deepgrove,2 795 km,3 236 km,129 km/h,Real,0 $,0 $,27,5643,2026-08-04,3236
CRISTHIAN 926,ATS,Estándar,Gallon Oil,Deepgrove,2 820 km,2 884 km,130 km/h,Real,45 125 $,0 $,0,5133,2026-08-04,2884
Brayan Gamer,ATS,Estándar,Tidbit,Deepgrove,3 220 km,3 261 km,130 km/h,Real,29 297 $,0 $,1,5796,2026-08-04,3261
Guardian777,ATS,Estándar,Avalanche Steel,Vortex,5 662 km,5 758 km,130 km/h,Real,0 $,0 $,80,11208,2026-08-04,5758
Mr_Gerzon,ATS,Estándar,Coastline Mining,Brownsville Port,4 652 km,4 702 km,129 km/h,Real,183 042 $,0 $,0,9279,2026-08-04,4702
El puma (CT),ATS,Estándar,Deepgrove,Coastline Mining,2 754 km,2 745 km,129 km/h,Real,186 426 $,0 $,0,4955,2026-08-04,2745
MALA INFLUENCIA,ATS,Estándar,Deepgrove,Coastline Mining,2 754 km,3 292 km,129 km/h,Real,63 002 $,0 $,15,5083,2026-08-04,3292
CRISTHIAN 926,ATS,Estándar,Deepgrove,Coastline Mining,2 754 km,3 268 km,130 km/h,Real,36 541 $,0 $,13,5325,2026-08-04,3268
Brayan Gamer,ATS,Estándar,Deepgrove,Coastline Mining,3 108 km,3 100 km,130 km/h,Real,170 365 $,0 $,1,5466,2026-08-04,3100
Roger.Diaz,ATS,Estándar,Deepgrove,Coastline Mining,2 691 km,3 363 km,128 km/h,Real,27 034 $,0 $,1,5383,2026-08-04,3363
Mr_Gerzon,ATS,Estándar,Wallbert,Bushnell Farms,1 929 km,1 903 km,129 km/h,Real,83 260 $,0 $,0,3569,2026-08-04,1903
Ayala.jav,ATS,Estándar,Starbridge,Coastline Mining,2 687 km,3 204 km,130 km/h,Real,28 415 $,0 $,5,5523,2026-08-04,3204
MALA INFLUENCIA,ATS,Estándar,Coastline Mining,AI Automotive,2 103 km,2 114 km,130 km/h,Real,36 209 $,0 $,0,3550,2026-08-04,2114
Brayan Gamer,ATS,Estándar,Coastline Mining,AI Automotive,2 103 km,2 108 km,130 km/h,Real,36 209 $,0 $,0,3511,2026-08-04,2108
CRISTHIAN 926,ATS,Estándar,Coastline Mining,AI Automotive,2 103 km,2 099 km,130 km/h,Real,18 079 $,0 $,0,3622,2026-08-04,2099
Camilo Gang,ATS,Estándar,Peterbilt,Bitumen,476 km,476 km,130 km/h,Real,8 059 $,0 $,0,839,2026-08-04,476
Old_picotto,ATS,Wotr,Vitas Power,Rail Export,3 236 km,3 248 km,113 km/h,Real,144 991 $,0 $,0,6968,2026-08-04,3248
andres guerra,ATS,Estándar,bodegon,gomezsas,362 km,261 km,104 km/h,Real,1 865 $,0 $,0,3540,2026-08-04,261
Ing.Juancho,ATS,Estándar,Vortex,Gallon Oil,2 199 km,2 208 km,129 km/h,Real,135 730 $,0 $,0,4034,2026-08-04,2208
DON ISMA,ATS,Estándar,Apex Steel,Avalanche Steel,4 945 km,5 945 km,130 km/h,Real,112 544 $,0 $,0,9347,2026-08-04,5945
ZayCruz,ATS,Estándar,Avalanche Steel,Farmer's Barn,2 209 km,2 209 km,129 km/h,Real,207 840 $,0 $,1,5322,2026-08-04,2209
MALA INFLUENCIA,ATS,Estándar,Avalanche Steel,Taylor Construction Group,4 749 km,5 388 km,130 km/h,Real,76 662 $,0 $,2,8273,2026-08-04,5388
MrSebas,ATS,Estándar,Rail Export,Gastream,1 321 km,1 329 km,127 km/h,Real,126 318 $,0 $,0,2636,2026-08-04,1329
CRISTHIAN 926,ATS,Estándar,AI Automotive,Coastline Mining,2 062 km,2 061 km,130 km/h,Real,32 429 $,0 $,0,3621,2026-08-04,2061
MrSebas,ATS,Estándar,Gastream,Gallon Oil,1 085 km,1 084 km,127 km/h,Real,91 487 $,0 $,0,2102,2026-08-04,1084
DON ISMA,ATS,Estándar,Flavorfair,Starbridge,4 666 km,5 170 km,130 km/h,Real,98 798 $,0 $,0,7790,2026-08-04,5170
CT/Cristian,ATS,Estándar,Plaster & Sons,Bitumen,2 106 km,2 101 km,130 km/h,Real,28 795 $,0 $,0,3287,2026-08-04,2101
MrSebas,ATS,Estándar,Port of SF,Gallon Oil,1 733 km,1 749 km,129 km/h,Real,160 416 $,0 $,1,3303,2026-08-04,1749
ReyMisterio,ATS,Estándar,Kenworth,Tidbit,3 301 km,2 969 km,130 km/h,Real,0 $,0 $,100,5061,2026-08-04,2969
Undertaker03,ATS,Estándar,Bushnell Farms,Tidbit,1 966 km,1 958 km,130 km/h,Real,19 916 $,0 $,6,3547,2026-08-04,1958
LuisYanez9,ATS,Estándar,Bushnell Farms,Tidbit,2 024 km,2 049 km,130 km/h,Real,4 899 $,0 $,6,3612,2026-08-04,2049
Mr_Gerzon,ATS,Estándar,Kenworth,American Truck Haulers,4 670 km,4 654 km,129 km/h,Real,180 095 $,0 $,2,10432,2026-08-04,4654
-Gio-,ATS,Estándar,Enterpriser,Rail Export,2 510 km,3 138 km,129 km/h,Real,60 928 $,0 $,0,5978,2026-08-04,3138
Ing.Juancho,ATS,Estándar,Alis Cars,Bitumen,1 653 km,2 008 km,129 km/h,Real,17 159 $,0 $,17,4267,2026-08-04,2008
Mr_Gerzon,ATS,Estándar,Bushnell Farms,Apex Steel,1 127 km,1 120 km,129 km/h,Real,46 985 $,0 $,1,2075,2026-08-04,1120
MrSebas,ATS,Estándar,Gastream,WP,1 642 km,1 645 km,130 km/h,Real,146 374 $,0 $,1,3101,2026-08-04,1645
Trucker_JJ,ATS,Estándar,Taylor Construction Group,Coastline Mining,4 348 km,0 km,129 km/h,Real,324 794 $,0 $,1,5972,2026-08-04,0
Camilo Gang,ATS,Estándar,Bitumen,Deepgrove,2 220 km,2 635 km,130 km/h,Real,20 967 $,0 $,11,4499,2026-08-04,2635
MALA INFLUENCIA,ATS,Estándar,Tidbit,AI Automotive,2 223 km,2 232 km,129 km/h,Real,21 596 $,0 $,0,3392,2026-08-04,2232
DON ISMA,ATS,Estándar,Tidbit,AI Automotive,2 222 km,2 226 km,129 km/h,Real,20 175 $,0 $,1,3324,2026-08-04,2226
ReyMisterio,ATS,Estándar,Tidbit,AI Automotive,2 222 km,2 227 km,130 km/h,Real,14 629 $,0 $,0,3472,2026-08-04,2227
CT/Cristian,ATS,Estándar,Tidbit,AI Automotive,2 222 km,2 222 km,129 km/h,Real,20 443 $,0 $,1,3365,2026-08-04,2222
-Gio-,ATS,Estándar,Gastream,AI Automotive,1 302 km,1 302 km,129 km/h,Real,43 529 $,0 $,0,2018,2026-08-04,1302
Ing.Juancho,ATS,Estándar,Bitumen,Apade,248 km,310 km,129 km/h,Real,6 554 $,0 $,0,1567,2026-08-04,310
MrSebas,ATS,Estándar,Enterpriser,SellGoods,1 745 km,1 754 km,127 km/h,Real,72 638 $,0 $,0,2929,2026-08-04,1754
Mr_Gerzon,ATS,Estándar,Syntetico,Rail Export,2 953 km,2 559 km,129 km/h,Real,104 668 $,0 $,0,4710,2026-08-05,2559
-Gio-,ATS,Estándar,Eddy's,Deepgrove,2 789 km,3 383 km,129 km/h,Real,9 350 $,0 $,0,5472,2026-08-05,3383
MALA INFLUENCIA,ATS,Estándar,Kenworth,Deepgrove,2 983 km,3 707 km,129 km/h,Real,9 957 $,0 $,0,5980,2026-08-05,3707
DON ISMA,ATS,Estándar,Kenworth,Deepgrove,3 632 km,3 679 km,129 km/h,Real,8 470 $,0 $,7,5906,2026-08-05,3679
CT/Cristian,ATS,Estándar,Kenworth,Deepgrove,2 983 km,3 692 km,130 km/h,Real,8 828 $,0 $,2,6093,2026-08-05,3692
andresnintendo,ATS,Estándar,solla,Bitumen,645 km,597 km,98 km/h,Real,1 172 $,0 $,0,7129,2026-08-05,597
Jose Naukin,ATS,Estándar,Enterpriser,Rail Export,913 km,918 km,126 km/h,Real,11 777 $,9 240 $,1,1996,2026-08-05,918
Trucker_JJ,ATS,Estándar,fre_bak1,fre_bak1,115 km,0 km,89 km/h,Real,5 881 $,0 $,0,374,2026-08-05,0
Jose Naukin,ATS,Estándar,Plaster & Sons,Plaster & Sons,393 km,491 km,124 km/h,Real,18 572 $,6 540 $,0,1199,2026-08-05,491
Mr_Gerzon,ATS,Estándar,Rail Export,Coastline Mining,778 km,759 km,128 km/h,Real,11 680 $,0 $,0,1603,2026-08-05,759
ReyMisterio,ATS,Estándar,Home Store,Page & Price Paper,4 376 km,4 525 km,127 km/h,Real,6 064 804 $,0 $,0,6407,2026-08-05,4525
andresnintendo,ATS,Estándar,big_cola,la_nubia,386 km,380 km,99 km/h,Real,1 112 $,0 $,0,4091,2026-08-05,380
Mr_Gerzon,ATS,Estándar,Coastline Mining,Chemso Ltd.,963 km,1 108 km,129 km/h,Real,36 348 $,0 $,0,2055,2026-08-05,1108
Jose Naukin,ATS,Estándar,Posped,Wilnet Transport,118 km,110 km,123 km/h,Real,5 428 $,700 $,1,1207,2026-08-05,110
Jose Naukin,ATS,Estándar,Deepgrove,Home Store,4 km,1 km,38 km/h,Real,32 377 $,0 $,0,38,2026-08-05,1
Brayan Gamer,ATS,Estándar,AI Automotive,Apade,1 924 km,1 926 km,129 km/h,Real,3 550 $,0 $,0,3025,2026-08-05,1926
Jose Naukin,ATS,Estándar,Steeler,Coastline Mining,190 km,1 km,30 km/h,Real,4 259 346 $,0 $,0,72,2026-08-05,1
El puma (CT),ATS,Estándar,Sea Horizon,Haddock Shipyard,4 981 km,5 940 km,129 km/h,Real,87 370 $,0 $,0,9285,2026-08-05,5940
Brayan Gamer,ATS,Estándar,Western Star,AI Automotive,561 km,560 km,129 km/h,Real,1 399 $,0 $,0,883,2026-08-05,560
MALA INFLUENCIA,ATS,Estándar,Enterpriser,AI Automotive,449 km,445 km,129 km/h,Real,7 670 $,0 $,0,737,2026-08-05,445
Guardian777,ATS,Estándar,Western Star,Bitumen,559 km,557 km,129 km/h,Real,1 397 $,0 $,0,850,2026-08-05,557
Undertaker03,ATS,Estándar,Rail Export,AI Automotive,564 km,564 km,129 km/h,Real,11 524 $,0 $,0,1081,2026-08-05,564
LuisYanez9,ATS,Estándar,Wallbert,AI Automotive,1 859 km,1 923 km,130 km/h,Real,32 075 $,0 $,0,3298,2026-08-05,1923
CT/Cristian,ATS,Estándar,Peterbilt,AI Automotive,913 km,937 km,129 km/h,Real,8 123 $,0 $,2,1612,2026-08-05,937
ReyMisterio,ATS,Estándar,Peterbilt,AI Automotive,1 501 km,1 512 km,130 km/h,Real,7 612 $,0 $,6,2818,2026-08-05,1512
MrSebas,ATS,Estándar,Sunshine Crops,Lumen auto,1 446 km,1 443 km,130 km/h,Real,63 387 $,0 $,0,2584,2026-08-05,1443
CRISTHIAN 926,ATS,Estándar,Vortex,Wallbert,4 327 km,5 327 km,130 km/h,Real,51 897 $,0 $,6,9439,2026-08-05,5327
Jose Naukin,ATS,Estándar,Wilnet Transport,Posped,107 km,105 km,112 km/h,Real,5 011 $,0 $,1,1333,2026-08-05,105
Ayala.jav,ATS,Estándar,Coastline Mining,Central Civil Works,2 668 km,3 189 km,129 km/h,Real,42 427 $,0 $,2,6034,2026-08-05,3189
Jose Naukin,ATS,Estándar,Posped,Wilnet Transport,118 km,111 km,90 km/h,Real,5 800 $,1 560 $,0,1349,2026-08-05,111
zaren_col,ATS,Estándar,Apade,AI Automotive,2 074 km,2 103 km,128 km/h,Real,78 211 $,0 $,0,3736,2026-08-05,2103
MALA INFLUENCIA,ATS,Estándar,AI Automotive,Coastline Mining,2 062 km,2 442 km,130 km/h,Real,26 430 $,0 $,0,3938,2026-08-05,2442
CT/Cristian,ATS,Estándar,AI Automotive,Coastline Mining,2 062 km,2 446 km,130 km/h,Real,24 021 $,0 $,2,3968,2026-08-05,2446
Brayan Gamer,ATS,Estándar,AI Automotive,Coastline Mining,2 062 km,2 443 km,129 km/h,Real,8 986 $,0 $,16,3999,2026-08-05,2443
Guardian777,ATS,Estándar,AI Automotive,Coastline Mining,2 062 km,2 430 km,130 km/h,Real,16 413 $,0 $,9,4113,2026-08-05,2430
ReyMisterio,ATS,Estándar,AI Automotive,Coastline Mining,2 595 km,2 442 km,130 km/h,Real,0 $,0 $,36,4237,2026-08-05,2442
Undertaker03,ATS,Estándar,AI Automotive,Coastline Mining,2 062 km,2 431 km,130 km/h,Real,19 722 $,0 $,6,4164,2026-08-05,2431
LuisYanez9,ATS,Estándar,AI Automotive,Coastline Mining,228 km,227 km,129 km/h,Real,3 487 $,0 $,1,416,2026-08-05,227
MALA INFLUENCIA,ATS,Estándar,Taylor Construction Group,Deepgrove,5 233 km,6 233 km,130 km/h,Real,25 250 $,0 $,2,10019,2026-08-05,6233
Brayan Gamer,ATS,Estándar,Coastline Mining,Bushnell Farms,2 851 km,2 851 km,130 km/h,Real,18 869 $,0 $,12,4927,2026-08-05,2851
Mr_Gerzon,ATS,Estándar,Chemso Ltd.,aron,1 130 km,1 413 km,129 km/h,Real,0 $,0 $,31,3279,2026-08-05,1413
CRISTHIAN 926,ATS,Estándar,Starbridge,Haddock Shipyard,4 158 km,5 006 km,130 km/h,Real,56 025 $,0 $,6,8088,2026-08-05,5006
Old_picotto,ATS,Wotr,Rail Export,Rock Port,3 747 km,3 788 km,117 km/h,Real,123 281 $,0 $,0,9671,2026-08-05,3788
Camilo Gang,ATS,Estándar,Kenworth,Bitumen,2 982 km,3 156 km,130 km/h,Real,9 439 $,0 $,1,5127,2026-08-05,3156
Mr_Gerzon,ATS,Estándar,Bushnell Farms,Enterpriser,2 302 km,2 386 km,129 km/h,Real,21 409 $,0 $,0,4579,2026-08-05,2386
Mr_Gerzon,ATS,Estándar,Enterpriser,Farmer's Barn,850 km,851 km,129 km/h,Real,29 748 $,0 $,0,1805,2026-08-05,851
andres guerra,ATS,Estándar,gomezsas,cenit,1 217 km,208 km,80 km/h,Real,835 $,8 500 $,0,3784,2026-08-05,208
Old_picotto,ATS,Wotr,Rock Port,Rail Export,3 424 km,3 422 km,111 km/h,Real,224 553 $,0 $,0,7324,2026-08-05,3422
Ing.Juancho,ATS,Estándar,Apade,Bitumen,1 647 km,2 059 km,130 km/h,Real,90 290 $,0 $,1,4466,2026-08-05,2059
Undertaker03,ATS,Estándar,Bitumen,Coastline Mining,1 960 km,2 369 km,130 km/h,Real,0 $,0 $,33,5843,2026-08-05,2369
Ing.Juancho,ATS,Estándar,Bitumen,Coastline Mining,1 960 km,2 377 km,129 km/h,Real,23 021 $,0 $,7,6010,2026-08-05,2377
Mr_Gerzon,ATS,Estándar,Farmer's Barn,Bitumen,3 917 km,4 336 km,129 km/h,Real,105 216 $,0 $,1,9187,2026-08-05,4336
El puma (CT),ATS,Estándar,Vortex,Avalanche Steel,5 053 km,6 003 km,129 km/h,Real,48 519 $,0 $,6,9544,2026-08-05,6003
Yenny,ATS,Estándar,Bitumen,42 Print,782 km,978 km,140 km/h,Carrera,22 206 $,5 860 $,3,3444,2026-08-05,978
Mr_Gerzon,ATS,Estándar,Bitumen,parks_ca,1 561 km,1 508 km,129 km/h,Real,20 868 $,0 $,3,3947,2026-08-05,1508
DON ISMA,ATS,Estándar,terminales,terminales,566 km,517 km,100 km/h,Real,9 872 $,0 $,0,3861,2026-08-05,517
El puma (CT),ATS,Estándar,Beaumont Freight Terminal,GARC,1 508 km,1 556 km,129 km/h,Real,51 953 $,0 $,3,3541,2026-08-06,1556
andresnintendo,ATS,Estándar,big_cola,agrocol,501 km,502 km,98 km/h,Real,2 003 $,0 $,1,5672,2026-08-06,502
Guardian777,ATS,Estándar,Coastline Mining,Deepgrove,2 000 km,2 170 km,130 km/h,Real,116 682 $,0 $,2,3760,2026-08-06,2170
ReyMisterio,ATS,Estándar,Starbridge,Equos Power Transport,4 397 km,5 397 km,128 km/h,Real,14 373 424 $,0 $,0,8026,2026-08-06,5397
Old_picotto,ATS,Wotr,Rail Export,Brownsville Port,3 636 km,3 658 km,110 km/h,Real,144 174 $,0 $,0,8224,2026-08-06,3658
El puma (CT),ATS,Estándar,GARC,Chuck & Jack's,920 km,922 km,129 km/h,Real,55 993 $,0 $,0,1965,2026-08-06,922
andresnintendo,ATS,Estándar,llanabastos,exito,288 km,291 km,97 km/h,Real,1 149 $,0 $,0,3019,2026-08-06,291
ReyMisterio,ATS,Estándar,Chemso Ltd.,Eddy's,1 482 km,680 km,129 km/h,Real,3 053 941 $,0 $,0,987,2026-08-06,680
Roger.Diaz,ATS,Estándar,Coastline Mining,AI Automotive,2 103 km,2 092 km,130 km/h,Real,36 209 $,0 $,0,3566,2026-08-06,2092
Brayan Gamer,ATS,Estándar,Eddy's,Starbridge,1 806 km,1 811 km,129 km/h,Real,28 476 $,0 $,0,3401,2026-08-06,1811
DON ISMA,ATS,Estándar,Shop Town,Vortex,4 637 km,5 637 km,129 km/h,Real,33 958 $,0 $,0,9067,2026-08-06,5637
Brayan Gamer,ATS,Estándar,American Lines,Coastline Mining,684 km,683 km,130 km/h,Real,23 716 $,0 $,0,1412,2026-08-06,683
Jose Naukin,ATS,Estándar,Syntetico,Taylor Construction Group,4 km,4 km,55 km/h,Real,45 684 $,180 $,0,181,2026-08-06,4
Jose Naukin,ATS,Estándar,US Beverages & Bottling,Faraday,183 km,185 km,127 km/h,Real,281 826 $,2 460 $,0,579,2026-08-06,185
Ayala.jav,ATS,Estándar,Starbridge,Haddock Shipyard,4 316 km,5 064 km,130 km/h,Real,77 022 $,0 $,0,8906,2026-08-06,5064
El puma (CT),ATS,Estándar,Enterpriser,Haddock Shipyard,3 001 km,2 998 km,128 km/h,Real,51 421 $,0 $,0,5369,2026-08-06,2998
Brayan Gamer,ATS,Estándar,Western Star,Home Store,1 009 km,1 008 km,130 km/h,Real,3 552 $,0 $,0,1538,2026-08-06,1008
CT/Cristian,ATS,Estándar,Enterpriser,Home Store,2 073 km,2 510 km,130 km/h,Real,3 779 $,0 $,0,3940,2026-08-06,2510
CRISTHIAN 926,ATS,Estándar,Haddock Shipyard,Gallon Oil,2 119 km,2 115 km,129 km/h,Real,35 529 $,0 $,0,3506,2026-08-06,2115
faver,ATS,Estándar,Sunshine Crops,NAMIQ,3 979 km,4 370 km,129 km/h,Real,66 589 $,0 $,1,7094,2026-08-06,4370
CT/Cristian,ATS,Estándar,Wallbert,Peterbilt,1 955 km,1 953 km,129 km/h,Real,74 434 $,0 $,1,3064,2026-08-06,1953
Brayan Gamer,ATS,Estándar,Wallbert,Peterbilt,1 955 km,1 950 km,130 km/h,Real,79 383 $,0 $,0,3092,2026-08-06,1950
LuisYanez9,ATS,Estándar,Enterpriser,SellGoods,155 km,154 km,128 km/h,Real,6 191 $,0 $,0,460,2026-08-06,154
CRISTHIAN 926,ATS,Estándar,Mon Coeur,Deepgrove,1 995 km,1 999 km,129 km/h,Real,33 468 $,0 $,0,3227,2026-08-06,1999
Roger.Diaz,ATS,Estándar,AI Automotive,Brownsville Port,3 672 km,3 784 km,130 km/h,Real,64 203 $,0 $,0,6099,2026-08-06,3784
DON ISMA,ATS,Estándar,Page & Price Paper,US Beverages & Bottling,4 654 km,5 654 km,129 km/h,Real,135 643 $,0 $,0,9193,2026-08-06,5654
Old_picotto,ATS,Wotr,Rock Port,Global Mills,3 324 km,3 315 km,116 km/h,Real,133 725 $,0 $,0,7868,2026-08-06,3315
El puma (CT),ATS,Estándar,Haddock Shipyard,Sea Horizon,5 058 km,6 013 km,129 km/h,Real,89 037 $,0 $,0,9612,2026-08-06,6013
CRISTHIAN 926,ATS,Estándar,Deepgrove,Haddock Shipyard,4 044 km,4 160 km,130 km/h,Real,70 340 $,0 $,0,6761,2026-08-06,4160
LuisYanez9,ATS,Estándar,SellGoods,Apade,2 499 km,2 550 km,129 km/h,Real,53 181 $,0 $,4,5017,2026-08-06,2550
MALA INFLUENCIA,ATS,Estándar,Deepgrove,SellGoods,2 819 km,3 081 km,130 km/h,Real,45 612 $,0 $,1,5458,2026-08-06,3081
LuisYanez9,ATS,Estándar,Wallbert,Bitumen,110 km,113 km,105 km/h,Real,1 922 $,0 $,0,515,2026-08-06,113
ZayCruz,ATS,Estándar,Asuma,GARC,3 953 km,4 327 km,129 km/h,Real,0 $,0 $,100,10266,2026-08-06,4327
Mr_Gerzon,ATS,Estándar,parks_ca,18 Wheels,4 052 km,5 052 km,129 km/h,Real,222 265 $,0 $,1,12335,2026-08-06,5052
Mr_Gerzon,ATS,Estándar,18 Wheels,Apade,1 604 km,1 614 km,128 km/h,Real,96 767 $,0 $,0,2959,2026-08-06,1614
DON ISMA,ATS,Estándar,Deepgrove,Bitumen,3 368 km,3 367 km,130 km/h,Real,12 011 $,0 $,0,5381,2026-08-06,3367
MALA INFLUENCIA,ATS,Estándar,SellGoods,SellGoods,2 809 km,3 168 km,130 km/h,Real,12 120 $,0 $,8,5380,2026-08-06,3168
LuisYanez9,ATS,Estándar,Bitumen,AI Automotive,2 686 km,3 358 km,128 km/h,Real,17 276 $,0 $,0,7890,2026-08-06,3358
Mr_Gerzon,ATS,Estándar,Venture,Coastline Mining,3 034 km,3 143 km,129 km/h,Real,0 $,0 $,34,5555,2026-08-06,3143
ReyMisterio,ATS,Estándar,Venture,42 Print,4 244 km,4 279 km,129 km/h,Real,144 057 $,0 $,1,8012,2026-08-06,4279
Undertaker03,ATS,Estándar,Apade,42 Print,2 865 km,3 195 km,130 km/h,Real,156 632 $,0 $,5,6008,2026-08-06,3195
faver,ATS,Estándar,NAMIQ,Gallon Oil,4 001 km,4 213 km,129 km/h,Real,69 902 $,0 $,0,6698,2026-08-06,4213
El puma (CT),ATS,Estándar,Sea Horizon,Vortex,4 983 km,5 824 km,129 km/h,Real,114 944 $,0 $,6,9385,2026-08-06,5824
Yenny,ATS,Estándar,42 Print,42 Print,716 km,718 km,125 km/h,Real,21 669 $,7 500 $,1,2149,2026-08-06,718
MALA INFLUENCIA,ATS,Estándar,Starbridge,Brownsville Port,4 043 km,4 762 km,130 km/h,Real,62 570 $,0 $,3,7860,2026-08-06,4762
Old_picotto,ATS,Wotr,Global Mills,Rock Port,2 178 km,2 196 km,115 km/h,Real,84 156 $,0 $,0,5080,2026-08-06,2196
DON ISMA,ATS,Estándar,Starbridge,Brownsville Port,4 619 km,4 791 km,130 km/h,Real,40 748 $,0 $,0,7755,2026-08-06,4791
MrSebas,ATS,Estándar,Coastline Mining,Coastline Mining,1 493 km,1 482 km,130 km/h,Real,108 302 $,0 $,0,2428,2026-08-07,1482
MALA INFLUENCIA,ATS,Estándar,Brownsville Port,Deepgrove,4 068 km,4 723 km,129 km/h,Real,43 979 $,0 $,1,7289,2026-08-07,4723
Jose Naukin,ATS,Estándar,Faraday,HMS Machinery,3 916 km,4 113 km,129 km/h,Real,101 530 785 $,20 800 $,3,7495,2026-08-07,4113
Guardian777,ATS,Estándar,Vortex,Avalanche Steel,5 053 km,5 997 km,129 km/h,Real,0 $,0 $,25,10312,2026-08-07,5997
Mr_Gerzon,ATS,Estándar,Avalanche Steel,Haddock Shipyard,4 850 km,5 416 km,129 km/h,Real,23 888 $,0 $,7,9953,2026-08-07,5416
